,AM1,AM2,AM3,AM4,AM5,AM6,CD1,CD2,CD3,CD4,CD5,CD6,BU1,BU2,BU3,BU4,BU5,BU6,Rur,sex,Pub,pro_an,pro_cd,pro_bu,Mat
3751,4,4,4,4,NA,4,NA,1,NA,2,1,1,4,3,1,1,1,1,0,F,1,4,1.25,1.833333333,364.8133
3752,3,NA,2,2,3,3,3,2,3,NA,3,2,2,4,1,1,1,1,0,M,0,2.6,2.6,1.666666667,396.8702
3753,2,NA,2,2,2,2,NA,2,1,1,1,1,1,1,1,1,1,1,0,M,1,2,1.2,1,522.65
3754,4,4,4,4,4,NA,1,2,NA,2,4,NA,3,1,3,1,1,1,0,F,0,4,2.25,1.666666667,358.8605
3755,4,NA,3,3,4,3,4,4,4,4,NA,4,NA,NA,NA,NA,NA,NA,0,F,0,3.4,4,NA,382.5188
3756,4,2,2,2,NA,2,NA,3,4,4,4,4,1,1,1,1,1,1,0,M,1,2.4,3.8,1,366.645
3757,NA,3,3,3,3,3,3,NA,4,4,4,4,1,2,1,1,1,2,1,F,1,3,3.8,1.333333333,366.1543
3758,4,3,4,NA,4,3,4,NA,4,3,NA,4,1,1,1,1,1,1,1,M,1,3.6,3.75,1,369.8538
3759,4,3,3,3,NA,3,3,NA,NA,4,3,4,1,1,1,1,1,1,0,F,1,3.2,3.5,1,319.5968
3760,2,1,NA,1,1,1,3,3,4,4,4,NA,NA,NA,NA,NA,NA,NA,0,M,0,1.2,3.6,NA,594.9583
3761,4,4,NA,4,4,4,3,4,NA,NA,3,4,2,1,1,1,1,1,0,F,1,4,3.5,1.166666667,285.1974
3762,NA,1,1,1,3,2,3,NA,2,3,NA,4,1,1,1,1,1,1,1,M,1,1.6,3,1,390.2441
3763,2,2,3,NA,4,4,3,NA,4,3,4,NA,1,1,2,1,1,1,0,F,1,3,3.5,1.166666667,482.9995
3764,3,2,3,2,NA,3,NA,4,4,NA,4,4,1,1,1,1,1,1,0,M,1,2.6,4,1,363.2394
3765,4,4,4,4,NA,4,4,4,4,4,NA,NA,1,1,1,1,1,1,0,F,1,4,4,1,334.2697
3766,4,3,3,4,4,NA,NA,3,2,2,NA,3,NA,NA,NA,NA,NA,NA,0,F,0,3.6,2.5,NA,462.7136
3767,1,NA,1,1,1,1,NA,1,2,2,NA,1,2,2,1,1,1,3,0,M,1,1,1.5,1.666666667,350.8465
3768,2,2,NA,2,4,3,3,3,NA,3,NA,2,1,2,2,1,2,3,1,F,1,2.6,2.75,1.833333333,369.9201
3769,NA,4,4,4,4,4,4,3,NA,NA,3,4,NA,NA,NA,NA,NA,NA,0,F,0,4,3.5,NA,469.9462
3770,3,2,NA,3,3,2,3,2,3,3,NA,NA,1,1,1,1,1,2,0,M,0,2.6,2.75,1.166666667,440.1041
3771,NA,1,4,NA,4,4,NA,3,4,4,4,NA,1,1,1,1,1,1,0,M,0,3.25,3.75,1,379.4419
3772,3,NA,2,3,3,3,3,3,NA,3,NA,3,3,1,1,1,1,3,0,M,1,2.8,3,1.666666667,453.9084
3773,3,NA,2,2,3,3,4,4,4,NA,NA,4,NA,NA,NA,NA,NA,NA,1,M,1,2.6,4,NA,367.8304
3774,3,3,3,NA,3,3,3,3,3,NA,NA,3,1,1,1,1,1,1,1,M,1,3,3,1,368.7326
3775,4,3,3,NA,4,3,NA,2,NA,1,1,1,1,1,1,1,1,1,0,M,1,3.4,1.25,1,388.2651
3776,4,4,NA,4,4,4,3,3,NA,4,NA,3,1,1,1,1,1,1,0,F,1,4,3.25,1,351.6418
3777,3,3,NA,3,3,3,4,NA,4,3,NA,3,1,1,1,1,1,2,0,F,1,3,3.5,1.166666667,380.7741
3778,3,2,2,2,NA,4,1,1,1,NA,NA,2,1,1,1,1,1,1,1,F,1,2.6,1.25,1,369.0706
3779,2,2,2,2,NA,2,3,NA,NA,3,3,3,2,2,1,1,1,2,1,F,1,2,3,1.5,395.819
3780,4,NA,3,2,4,4,4,NA,4,4,NA,4,2,1,1,1,1,3,1,F,1,3.4,4,1.5,342.2591
3781,3,3,NA,2,3,2,NA,3,4,4,3,3,2,1,1,1,2,1,0,M,1,2.6,3.4,1.333333333,404.236
3782,NA,3,3,3,4,4,3,3,4,NA,NA,3,1,2,1,1,1,3,0,F,0,3.4,3.25,1.5,401.4871
3783,2,2,2,NA,3,3,4,3,NA,4,4,NA,1,1,1,1,1,1,0,F,1,2.4,3.75,1,398.7592
3784,3,1,1,1,4,NA,3,NA,NA,4,2,1,1,1,1,1,1,4,1,M,1,2,2.5,1.5,354.7779
3785,1,1,NA,2,1,2,2,3,3,NA,NA,4,1,1,1,1,1,1,0,M,1,1.4,3,1,479.1351
3786,4,4,NA,4,4,4,NA,4,4,1,4,NA,1,1,1,1,1,1,0,F,1,4,3.25,1,306.7933
3787,NA,2,2,2,4,4,1,1,NA,1,4,4,1,1,1,1,1,1,0,F,0,2.8,2.2,1,486.4252
3788,1,1,NA,1,3,1,NA,3,4,3,3,NA,1,1,1,1,1,2,1,F,1,1.4,3.25,1.166666667,317.5674
3789,3,2,NA,3,2,2,NA,3,3,NA,4,3,1,1,2,1,1,2,0,F,1,2.4,3.25,1.333333333,378.5756
3790,3,3,2,2,NA,2,1,1,1,NA,NA,1,1,2,1,2,2,1,1,M,1,2.4,1,1.5,306.7962
3791,3,3,NA,4,2,1,NA,2,1,2,NA,2,NA,NA,NA,NA,NA,NA,1,M,1,2.6,1.75,NA,312.0018
3792,NA,1,1,1,4,1,NA,3,NA,2,1,4,1,1,1,1,1,1,0,M,1,1.6,2.5,1,421.7988
3793,4,4,4,3,NA,4,NA,3,3,3,3,4,1,1,1,1,1,1,1,F,1,3.8,3.2,1,386.9578
3794,4,3,NA,4,4,4,3,2,NA,3,NA,3,1,3,2,1,1,3,0,M,1,3.8,2.75,1.833333333,341.1915
3795,2,NA,3,3,2,3,2,NA,3,NA,3,1,1,1,1,1,1,1,1,M,1,2.6,2.25,1,326.1841
3796,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,M,1,NA,NA,NA,379.0942
3797,1,NA,3,2,1,1,2,3,4,2,4,NA,2,2,1,1,1,3,0,F,1,1.6,3,1.666666667,426.1175
3798,3,2,2,NA,3,2,3,NA,3,3,NA,4,1,1,1,2,1,1,1,M,1,2.4,3.25,1.166666667,341.3086
3799,2,1,1,1,NA,1,2,NA,1,3,2,3,4,1,1,1,1,2,1,M,1,1.2,2.2,1.666666667,409.7815
3800,2,1,NA,2,3,2,NA,2,3,NA,4,4,1,1,1,3,1,3,0,M,1,2,3.25,1.666666667,428.2787
3801,2,2,3,2,NA,4,NA,NA,3,2,3,3,2,2,1,1,1,3,1,M,1,2.6,2.75,1.666666667,533.6708
3802,3,2,2,2,NA,2,NA,3,2,3,2,NA,1,2,1,1,1,1,1,F,1,2.2,2.5,1.166666667,420.5665
3803,3,NA,2,2,3,3,3,NA,3,NA,3,2,2,1,2,1,1,2,1,M,1,2.6,2.75,1.5,365.9026
3804,4,2,2,NA,4,3,4,3,NA,NA,2,1,1,2,1,1,1,2,0,F,1,3,2.5,1.333333333,392.79
3805,NA,1,2,2,3,2,NA,2,4,3,NA,3,NA,NA,NA,NA,NA,NA,0,F,1,2,3,NA,443.0511
3806,NA,NA,NA,NA,NA,NA,3,NA,3,3,NA,1,1,1,1,1,1,2,0,F,1,NA,2.5,1.166666667,325.1177
3807,NA,4,3,3,4,4,NA,3,3,2,2,NA,4,2,2,2,1,2,0,F,1,3.6,2.5,2.166666667,457.3559
3808,2,1,1,NA,3,1,NA,4,NA,4,4,4,1,1,1,1,1,1,0,F,0,1.6,4,1,512.6392
3809,NA,3,3,3,3,4,NA,3,4,4,NA,4,1,1,1,1,1,1,0,F,1,3.2,3.75,1,375.8948
3810,1,NA,3,1,3,1,3,4,3,NA,NA,2,1,1,1,1,1,1,0,M,1,1.8,3,1,328.561
3811,NA,2,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,4,2,NA,2,4,NA,0,M,1,2.5,NA,3,352.7193
3812,3,3,1,1,4,NA,4,NA,NA,3,4,3,1,1,1,1,2,1,0,M,1,2.4,3.5,1.166666667,392.8578
3813,1,1,1,1,1,NA,3,4,NA,4,4,3,1,1,1,1,1,1,0,M,1,1,3.6,1,371.9129
3814,NA,2,2,2,2,2,4,NA,4,NA,3,4,1,2,1,1,2,1,0,M,1,2,3.75,1.333333333,420.2413
3815,2,NA,2,2,2,2,3,2,3,3,NA,2,1,1,1,1,1,2,1,M,1,2,2.6,1.166666667,455.3441
3816,3,3,NA,3,4,3,NA,NA,4,3,4,3,NA,NA,NA,NA,NA,NA,0,F,0,3.2,3.5,NA,502.0956
3817,3,1,3,3,3,NA,NA,1,1,1,NA,1,1,1,1,1,1,1,0,M,1,2.6,1,1,344.4652
3818,4,2,NA,2,4,4,NA,4,4,NA,1,3,NA,NA,NA,NA,NA,NA,1,M,1,3.2,3,NA,387.5675
3819,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,F,0,NA,NA,NA,429.3188
3820,3,3,3,2,3,NA,NA,4,4,4,NA,3,1,1,1,1,1,1,0,F,1,2.8,3.75,1,372.209
3821,4,NA,4,4,4,4,3,3,NA,3,2,NA,1,1,1,1,1,1,0,M,1,4,2.75,1,386.4732
3822,3,NA,2,3,4,1,NA,3,NA,3,3,4,1,1,1,1,1,3,0,F,1,2.6,3.25,1.333333333,421.3318
3823,2,1,1,1,4,NA,4,NA,3,4,4,4,1,1,1,1,1,1,0,M,0,1.8,3.8,1,532.6319
3824,NA,4,4,4,4,4,4,4,4,NA,4,NA,1,1,1,1,1,1,1,M,1,4,4,1,291.2005
3825,1,NA,1,1,1,1,3,1,1,NA,3,3,1,1,1,1,1,3,1,F,1,1,2.2,1.333333333,333.1305
3826,4,1,1,NA,4,4,4,3,4,4,NA,4,1,1,1,1,1,1,0,F,1,2.8,3.8,1,463.0779
3827,3,2,NA,2,3,2,4,4,NA,4,4,4,1,1,1,1,1,1,1,M,1,2.4,4,1,356.0042
3828,2,2,2,2,2,NA,NA,3,3,3,4,NA,2,2,1,2,1,3,1,M,1,2,3.25,1.833333333,483.497
3829,1,2,NA,2,2,2,3,2,NA,3,NA,3,1,1,2,1,1,4,1,M,1,1.8,2.75,1.666666667,321.7864
3830,2,NA,2,2,2,2,3,4,NA,4,4,4,3,1,1,1,1,1,1,M,1,2,3.8,1.333333333,307.8573
3831,NA,2,2,2,3,2,NA,3,NA,4,3,3,1,1,1,1,1,2,0,F,1,2.2,3.25,1.166666667,407.8157
3832,2,NA,2,2,2,2,NA,NA,4,4,4,4,NA,NA,NA,NA,NA,NA,0,M,1,2,4,NA,276.9936
3833,3,3,3,NA,4,3,4,NA,4,NA,4,4,1,1,1,1,1,1,1,F,1,3.2,4,1,369.585
3834,NA,NA,NA,NA,NA,NA,NA,3,3,NA,3,2,1,2,1,1,1,4,0,F,1,NA,2.75,1.666666667,297.3583
3835,4,NA,4,4,4,4,4,3,4,NA,4,NA,NA,NA,NA,NA,NA,NA,1,M,1,4,3.75,NA,316.7064
3836,3,2,2,3,2,NA,3,4,4,3,NA,NA,2,4,1,1,1,2,0,M,1,2.4,3.5,1.833333333,372.9471
3837,NA,3,3,3,3,3,4,NA,NA,4,4,4,2,1,1,1,1,1,0,M,1,3,4,1.166666667,373.7813
3838,3,2,2,3,NA,4,NA,3,2,NA,4,1,NA,NA,NA,NA,NA,NA,1,M,1,2.8,2.5,NA,314.7464
3839,NA,1,2,3,2,3,NA,3,4,3,2,NA,1,2,1,1,1,3,0,M,1,2.2,3,1.5,411.5555
3840,2,3,3,3,1,NA,3,NA,2,3,3,1,1,1,1,1,1,2,1,M,1,2.4,2.4,1.166666667,312.3603
3841,4,2,3,3,3,NA,4,4,NA,NA,4,4,1,1,1,1,1,1,0,F,0,3,4,1,454.5144
3842,4,3,3,NA,4,4,NA,3,4,4,NA,3,2,2,1,1,1,1,0,F,1,3.6,3.5,1.333333333,446.1739
3843,4,NA,2,4,4,4,3,NA,NA,3,3,3,1,1,1,1,1,1,1,F,1,3.6,3,1,404.4266
3844,4,4,4,NA,4,4,3,1,1,2,NA,NA,1,1,1,1,1,1,0,F,0,4,1.75,1,440.9416
3845,4,NA,3,2,1,2,NA,3,4,4,3,2,1,3,1,1,1,3,0,M,1,2.4,3.2,1.666666667,403.9875
3846,4,2,2,3,4,NA,3,NA,2,3,3,1,3,1,1,1,3,1,1,M,1,3,2.4,1.666666667,306.2789
3847,3,3,3,3,NA,3,3,NA,3,4,2,NA,2,2,1,1,2,2,1,F,1,3,3,1.666666667,344.6581
3848,4,1,1,1,NA,2,3,3,4,NA,4,3,1,1,1,1,1,1,1,F,1,1.8,3.4,1,312.9959
3849,4,3,3,NA,4,4,NA,NA,4,3,3,4,2,1,1,1,2,1,0,F,1,3.6,3.5,1.333333333,378.3682
3850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,F,1,NA,NA,NA,342.4779
3851,4,3,3,3,NA,3,3,2,2,NA,3,2,1,1,1,1,1,2,0,F,1,3.2,2.4,1.166666667,312.6782
3852,4,NA,4,4,4,4,3,3,NA,NA,4,2,NA,NA,NA,NA,NA,NA,0,M,1,4,3,NA,327.7757
3853,3,2,2,NA,3,3,NA,3,2,3,NA,4,2,2,1,1,1,3,1,F,1,2.6,3,1.666666667,390.0397
3854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,1,1,0,M,1,NA,NA,1.166666667,406.2547
3855,4,2,2,2,NA,2,1,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,1,M,1,2.4,1,NA,287.9139
3856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,M,1,NA,NA,NA,408.7136
3857,2,2,2,NA,2,2,4,4,NA,4,NA,4,1,1,1,1,1,1,0,M,1,2,4,1,322.8425
3858,4,3,NA,1,1,4,NA,4,3,4,3,NA,1,1,1,1,1,1,0,M,1,2.6,3.5,1,361.2041
3859,4,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,F,1,4,1,NA,280.207
3860,3,2,NA,3,4,4,3,4,4,NA,3,3,1,2,1,1,1,2,0,M,0,3.2,3.4,1.333333333,440.7412
3861,4,3,3,3,NA,4,3,4,3,4,NA,NA,1,1,1,1,1,2,1,F,1,3.4,3.5,1.166666667,371.1965
3862,4,NA,4,4,4,4,2,2,NA,2,1,NA,1,1,1,1,1,4,0,F,1,4,1.75,1.5,349.4451
3863,3,2,2,NA,3,2,NA,3,4,4,NA,3,1,1,1,1,1,1,0,M,1,2.4,3.5,1,411.335
3864,4,4,2,3,NA,4,3,3,NA,NA,3,3,1,1,1,1,1,2,0,F,1,3.4,3,1.166666667,300.1583
3865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,1,0,F,1,NA,NA,1,327.0419
3866,4,2,2,3,NA,2,3,4,4,NA,4,3,1,1,1,1,1,1,0,M,1,2.6,3.6,1,405.686
3867,2,NA,2,3,3,2,4,3,3,NA,3,NA,1,2,3,1,1,3,0,M,1,2.4,3.25,1.833333333,366.4622
3868,4,3,NA,3,4,4,NA,2,2,4,NA,3,2,3,3,1,1,3,1,F,1,3.6,2.75,2.166666667,460.5333
3869,3,NA,3,2,4,4,3,NA,4,NA,4,2,1,1,1,1,1,1,0,M,1,3.2,3.25,1,397.0024
3870,NA,4,3,4,4,4,NA,NA,1,1,1,1,2,2,1,1,1,1,0,F,1,3.8,1,1.333333333,448.9307
3871,4,NA,4,4,4,4,2,3,4,3,NA,1,3,3,1,1,3,4,0,F,1,4,2.6,2.5,390.1296
3872,4,3,NA,3,4,1,NA,4,3,1,3,4,2,1,2,1,1,1,1,M,1,3,3,1.333333333,449.6925
3873,1,1,NA,1,1,1,4,1,NA,NA,4,1,1,4,1,1,4,4,1,F,1,1,2.5,2.5,261.0736
3874,4,3,2,1,NA,4,1,4,3,NA,4,3,1,1,1,1,1,1,0,M,1,2.8,3,1,302.9969
3875,2,2,2,NA,3,2,4,4,4,NA,4,4,1,1,1,1,1,1,0,F,1,2.2,4,1,394.3084
3876,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,M,1,NA,NA,NA,309.352
3877,1,1,NA,1,1,1,NA,NA,1,1,1,1,1,1,1,1,1,4,0,M,1,1,1,1.5,333.2144
3878,3,2,3,2,NA,3,2,NA,4,NA,3,3,NA,NA,NA,NA,NA,NA,0,F,1,2.6,3,NA,321.2046
3879,1,1,NA,1,1,1,3,NA,3,3,3,3,4,1,1,1,1,1,1,M,1,1,3,1.5,397.4005
3880,4,3,3,3,4,NA,3,NA,4,3,2,NA,NA,NA,NA,NA,NA,NA,1,M,1,3.4,3,NA,391.21
3881,4,2,2,3,2,NA,NA,2,3,4,3,3,2,1,1,1,1,1,1,M,1,2.6,3,1.166666667,293.1464
3882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,M,1,NA,NA,NA,386.5071
3883,3,3,3,NA,4,4,3,NA,3,4,3,3,1,1,1,1,1,1,1,M,1,3.4,3.2,1,346.1571
3884,2,NA,1,1,3,2,3,NA,4,4,NA,3,1,1,1,1,1,1,0,M,1,1.8,3.5,1,440.9982
3885,3,4,NA,3,4,3,3,NA,4,3,4,4,1,1,2,1,1,4,0,F,1,3.4,3.6,1.666666667,314.0449
3886,4,4,4,4,NA,4,1,1,NA,1,1,NA,4,4,1,1,1,4,0,M,1,4,1,2.5,296.206
3887,NA,3,3,3,4,3,3,3,3,NA,NA,4,1,1,1,1,1,2,0,F,1,3.2,3.25,1.166666667,364.0077
3888,4,3,4,NA,4,4,NA,2,2,NA,3,3,1,1,1,1,1,1,0,M,1,3.8,2.5,1,355.6236
3889,2,3,3,2,3,NA,3,NA,4,4,4,NA,1,1,1,1,1,1,0,M,1,2.6,3.75,1,374.4443
3890,3,3,NA,3,3,4,3,NA,NA,3,3,3,1,2,1,1,1,3,0,M,1,3.2,3,1.5,300.2853
3891,3,NA,3,3,3,3,NA,4,4,4,NA,4,1,1,1,1,1,1,0,F,1,3,4,1,301.5172
3892,NA,4,4,4,4,4,3,3,4,4,4,NA,2,2,1,1,1,1,1,M,1,4,3.6,1.333333333,380.9836
3893,4,NA,4,4,4,3,3,3,3,3,3,NA,1,1,4,1,1,1,1,M,1,3.8,3,1.5,367.5166
3894,NA,2,2,2,4,4,3,2,3,3,4,NA,1,1,1,1,1,1,0,F,1,2.8,3,1,397.9338
3895,3,2,NA,2,4,3,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,0,F,1,2.8,1,NA,368.0783
3896,2,3,3,3,3,NA,NA,NA,3,2,3,3,1,1,1,1,1,1,1,M,1,2.8,2.75,1,296.7578
3897,3,3,3,NA,3,3,NA,1,NA,1,1,1,2,2,1,1,1,1,1,M,1,3,1,1.333333333,386.2295
3898,3,3,3,NA,4,4,NA,NA,3,3,3,3,2,1,1,1,1,2,0,F,1,3.4,3,1.333333333,345.4647
3899,NA,1,2,3,4,3,4,4,NA,NA,1,3,1,2,2,1,1,3,0,M,1,2.6,3,1.666666667,391.365
3900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,M,1,NA,NA,NA,313.2789
3901,NA,2,2,2,4,4,3,3,NA,3,3,1,1,1,1,1,1,1,0,M,1,2.8,2.6,1,377.0106
3902,NA,NA,NA,NA,NA,NA,1,NA,1,2,1,1,1,1,1,2,2,2,1,M,1,NA,1.2,1.5,343.421
3903,NA,NA,NA,NA,NA,NA,3,2,NA,3,4,NA,1,1,1,1,1,1,1,F,1,NA,3,1,279.6553
3904,2,2,2,2,NA,2,2,NA,3,4,NA,3,3,1,1,1,1,2,0,M,1,2,3,1.5,420.1082
3905,4,4,NA,4,4,4,3,2,NA,NA,4,4,NA,NA,NA,NA,NA,NA,0,F,0,4,3.25,NA,451.6885
3906,3,3,3,3,1,NA,NA,4,4,4,NA,4,NA,NA,NA,NA,NA,NA,0,M,0,2.6,4,NA,334.839
3907,NA,2,2,2,3,2,NA,3,NA,3,3,2,1,1,1,1,1,1,0,M,1,2.2,2.75,1,429.8521
3908,3,2,2,3,NA,3,NA,3,4,NA,3,3,3,1,1,1,1,1,0,M,0,2.6,3.25,1.333333333,448.8738
3909,2,2,2,3,4,NA,NA,3,NA,4,3,3,1,1,1,3,1,2,0,M,1,2.6,3.25,1.5,371.9333
3910,NA,3,2,2,3,3,3,2,NA,NA,3,2,2,2,1,1,1,2,0,M,1,2.6,2.5,1.5,379.4834
3911,3,2,2,2,3,NA,2,NA,4,4,1,4,1,1,1,1,1,1,1,M,1,2.4,3,1,281.8462
3912,NA,2,2,2,4,3,2,2,NA,3,NA,2,1,1,1,1,1,1,0,F,1,2.6,2.25,1,326.9103
3913,2,2,2,1,NA,4,NA,1,3,2,NA,4,3,1,1,1,1,1,0,M,0,2.2,2.5,1.333333333,504.0509
3914,2,1,NA,2,4,4,4,3,NA,2,4,4,1,1,1,1,1,1,0,M,0,2.6,3.4,1,503.6899
3915,2,3,2,NA,4,3,NA,3,NA,4,3,2,1,1,1,1,1,1,0,F,1,2.8,3,1,387.1605
3916,3,3,3,3,3,NA,NA,3,4,3,2,3,1,1,1,1,1,1,1,M,1,3,3,1,354.597
3917,3,2,2,2,NA,3,3,2,3,3,NA,NA,1,1,1,1,1,1,0,M,1,2.4,2.75,1,416.3605
3918,4,4,4,4,NA,1,3,4,4,NA,4,4,NA,NA,NA,NA,NA,NA,1,M,1,3.4,3.8,NA,304.3932
3919,3,1,1,NA,3,2,4,4,NA,NA,4,4,1,2,1,1,1,2,0,F,1,2,4,1.333333333,495.1812
3920,NA,4,4,4,4,4,2,NA,2,3,2,2,1,1,1,1,1,1,0,F,1,4,2.2,1,354.4708
3921,3,4,NA,4,4,4,4,4,4,NA,NA,4,1,3,1,1,1,2,0,F,1,3.8,4,1.5,373.2364
3922,3,1,2,NA,3,2,3,2,NA,4,3,NA,NA,NA,NA,NA,NA,NA,0,M,1,2.2,3,NA,415.2934
3923,3,2,3,NA,3,3,1,NA,3,3,3,4,1,1,1,1,1,1,0,M,1,2.8,2.8,1,355.0254
3924,4,2,2,2,NA,2,4,4,3,NA,4,NA,1,1,1,1,1,4,1,F,1,2.4,3.75,1.5,327.069
3925,NA,3,4,4,4,4,2,2,3,NA,2,2,1,1,1,1,1,1,0,F,1,3.8,2.2,1,372.8056
3926,NA,2,2,2,4,4,4,3,4,NA,4,3,1,1,1,1,1,2,1,F,1,2.8,3.6,1.166666667,396.1157
3927,2,2,2,NA,3,4,NA,3,4,4,3,NA,2,1,1,2,1,1,0,M,1,2.6,3.5,1.333333333,474.7082
3928,NA,3,3,3,4,4,NA,3,4,3,3,NA,2,1,1,1,1,1,0,F,1,3.4,3.25,1.166666667,415.4465
3929,4,3,4,4,NA,3,4,4,NA,2,3,4,NA,NA,NA,NA,NA,NA,0,M,1,3.6,3.4,NA,384.6565
3930,3,2,2,2,4,NA,3,NA,4,4,3,NA,2,2,1,1,1,1,0,M,1,2.6,3.5,1.333333333,431.5301
3931,NA,4,4,4,4,4,2,2,NA,3,NA,3,4,3,2,1,1,3,1,F,1,4,2.5,2.333333333,359.9752
3932,2,2,2,NA,1,1,2,2,3,1,NA,2,2,1,1,1,1,1,0,M,1,1.6,2,1.166666667,441.1011
3933,1,1,1,2,3,NA,NA,4,4,NA,4,4,1,1,2,1,1,2,0,M,0,1.6,4,1.333333333,502.6384
3934,3,1,2,2,NA,3,4,2,4,NA,4,3,NA,NA,NA,NA,NA,NA,0,F,0,2.2,3.4,NA,427.749
3935,4,NA,4,4,4,2,3,3,3,NA,NA,3,1,2,1,1,1,2,1,F,1,3.6,3,1.333333333,359.413
3936,NA,NA,NA,NA,NA,NA,3,1,4,NA,NA,NA,4,4,1,1,3,1,0,F,1,NA,2.666666667,2.333333333,300.5703
3937,4,3,2,NA,3,3,3,NA,3,NA,3,2,3,3,2,1,1,3,0,M,1,3,2.75,2.166666667,395.4975
3938,4,4,4,4,NA,4,2,3,2,4,NA,3,1,2,1,1,2,1,0,M,0,4,2.8,1.333333333,467.4963
3939,4,4,4,4,4,NA,NA,3,4,4,4,NA,NA,NA,NA,NA,NA,NA,0,F,0,4,3.75,NA,387.8718
3940,4,3,2,2,4,NA,3,4,4,4,NA,NA,1,1,1,1,1,1,1,F,1,3,3.75,1,380.0865
3941,4,NA,4,3,4,4,3,NA,NA,4,2,1,NA,NA,NA,NA,NA,NA,0,F,0,3.8,2.5,NA,391.7429
3942,3,1,1,2,4,NA,4,NA,4,NA,4,4,NA,NA,NA,NA,NA,NA,0,M,0,2.2,4,NA,427.5655
3943,4,NA,2,2,2,3,3,2,3,4,NA,NA,1,1,1,1,1,1,1,M,1,2.6,3,1,429.8588
3944,4,NA,3,3,4,4,2,1,2,NA,NA,1,3,3,2,3,1,4,0,F,1,3.6,1.5,2.666666667,368.3146
3945,2,2,2,NA,2,2,3,NA,4,4,1,NA,1,1,1,1,1,1,0,M,1,2,3,1,351.1967
3946,2,1,2,NA,3,3,NA,NA,3,3,3,2,NA,NA,NA,NA,NA,NA,1,M,1,2.2,2.75,NA,385.7461
3947,3,2,3,3,NA,4,4,3,4,4,4,NA,NA,NA,NA,NA,NA,NA,0,F,0,3,3.8,NA,559.8374
3948,4,2,NA,3,4,3,NA,2,3,NA,4,3,2,3,1,1,1,3,0,M,0,3.2,3,1.833333333,536.9623
3949,4,4,4,NA,4,4,2,1,NA,2,3,NA,1,2,1,1,1,1,0,M,1,4,2,1.166666667,392.3122
3950,4,4,2,3,NA,2,NA,3,NA,4,3,4,1,1,1,1,1,1,1,F,1,3,3.5,1,306.3949
3951,3,NA,2,2,3,3,4,4,NA,NA,2,4,1,1,1,1,1,1,1,M,1,2.6,3.5,1,345.8881
3952,2,2,2,2,3,NA,4,4,4,NA,NA,3,1,1,1,1,1,1,0,M,1,2.2,3.75,1,357.8482
3953,3,3,NA,3,4,3,NA,2,3,NA,2,2,1,1,1,1,1,2,0,M,1,3.2,2.25,1.166666667,469.2648
3954,1,1,1,1,NA,1,3,4,NA,4,4,4,1,1,1,1,1,1,0,M,1,1,3.8,1,387.8074
3955,2,NA,2,2,2,2,NA,3,4,1,NA,1,1,1,1,1,1,1,1,M,1,2,2.25,1,337.4838
3956,1,1,3,3,1,NA,NA,4,4,NA,4,4,1,4,2,1,1,3,0,M,1,1.8,4,2,392.9658
3957,3,2,2,NA,4,2,3,3,2,NA,2,2,1,1,1,2,1,3,0,M,1,2.6,2.4,1.5,444.5786
3958,3,2,2,2,3,NA,3,4,3,4,NA,3,1,1,1,1,1,1,0,F,1,2.4,3.4,1,382.2257
3959,3,3,2,NA,4,3,4,NA,3,4,4,NA,1,1,1,1,1,1,0,M,0,3,3.75,1,436.4842
3960,4,3,NA,3,4,2,3,3,3,3,NA,4,1,2,1,1,1,2,1,F,1,3.2,3.2,1.333333333,394.0552
3961,4,2,3,NA,4,4,NA,NA,3,3,4,3,NA,NA,NA,NA,NA,NA,1,M,1,3.4,3.25,NA,421.9527
3962,NA,3,3,3,4,3,3,3,NA,NA,2,2,1,1,2,1,2,1,1,M,1,3.2,2.5,1.333333333,386.924
3963,3,3,NA,3,3,3,3,3,3,3,NA,NA,1,1,1,1,1,2,1,F,1,3,3,1.166666667,395.7823
3964,1,1,1,1,2,NA,3,3,4,NA,NA,3,1,1,1,1,1,1,1,M,1,1.2,3.25,1,482.9407
